523,5,2,0,19
524,3.3,2,0.5,19
529,3.8,1.5,2,19.5
531,12,2.5,1,23.5
533,14,1.5,0,22
534,15,2,0,19.5
537,6.5,2,0,18
539,5,1.5,0.5,17
541,10.5,2.5,0,17.5
542,16,2,0,21.5
544,10,2,0,19
545,12,2,0.5,22
546,14,2,0,22
547,14,2,0,22.5
549,12,3,1,21
550,70,1.5,0,20
553,10,2,0,20
554,13.5,2.5,0,22
555,14,3,0,22
558,5.5,2,0,17.5
561,14,2.5,0,22
563,15,2.5,0,25
565,6,2,0,18
566,16.5,2.5,1,24
567,11,2,0.5,20
568,14,2,0,23.5
569,10,2,0,20
570,6,2,0,18
573,11,2.5,1.5,21
574,12,1.5,0,18.5
578,9,2.5,0,20
579,6,1.5,0,17
580,10,2.5,0,21
584,5,2,0,17
585,11,2.5,0,21.5
586,17,3,0,19
587,4.5,2,0,18.5
588,15.5,2,0,22
590,6,2,0.5,18.5
592,5,1.5,1,18
593,9,2,0,17.5
600,4,1.5,0,16
602,5,2,0.5,18
603,5.5,2,1,18
604,3.5,2,0.5,18
606,9,1.5,0,18
607,17,2.5,0,24
608,15,2.5,0,25
609,14,2.5,0.5,22.5
610,7,2,0,18
611,11.5,2,0,18.5
615,15,2.5,2,24.5
616,8,1.5,0,17.5
624,15,2,0,22
625,14,2,1,22
627,5,2,0,17
629,10,2,0,21.5
631,13,2,0,21
632,11.5,2,0,21
633,16.5,2,1,23
634,9,2,0.5,21
635,10,2,0,19.5
638,6,2,0,18.5
639,13,2,0,19
640,6,2,0.5,19.5
641,15,2,0,19
642,11,2,0,20.5
643,11,2,0,21
645,10.5,3,1,21.5
647,14,2,0,23.5
649,5,2,1,20.5
651,11.5,2,0,20
652,9.5,2,0,20
654,8,1.5,0,20
655,13,2,0.5,21
657,15,2,0,20
660,9,1.5,0,16.5
661,11,2,0,20.5
662,10.5,3,0.5,21
663,13,2,0,21
665,11,2,2,23.5
666,9,2,0,19
668,12,1.5,0,19.5
669,11,3,1.5,21.5
670,10,2.5,0,20.5
671,15,3,0,24.5
672,13,2,0,21
674,11,2.5,0,18
675,12.5,2,1,22
676,14,1.5,0,19.5
677,13,2,0,20.5
678,8,2,0,20
679,13,2.5,0,21
680,8,2.5,0.5,19
682,11.5,2,0,20.5
683,14,2.5,0.5,23
684,5,2,0,17.5
685,12.5,2,1,21
687,11,2,0,21
691,13,3,0,22
692,10,2,0,23
693,13.5,2.5,2,20.5
694,11.5,2,0,20.5
695,10,2.5,0,23
696,16.5,2,0,24
697,19,2.5,0,25
702,8,2,0,22
703,6,2,0,18.5
705,3.4,2,0.5,19
706,5,2,0,16.5
711,13,2.5,0,22
720,4.5,1.5,0,17.5
721,10.5,2,0,20
722,11,2.5,1.5,24
725,13,2,0,21.5
730,5,2,0,18.5
731,15.5,2.5,1,22
732,12,2,0,22
733,9,2,0,19
736,7,2,0,17
737,14,2,0,18.5
743,6,2,0,19
744,8.5,2,0,20
745,12,2.5,0.5,20.5
746,8,2.5,0,18.5
747,10.5,1.5,0,16.5
748,7.5,2,0,18.5
749,7.5,1.5,0.5,16
751,11,2,0,18
754,9.5,2,0,20
762,6,2,1,21
763,9,2,0,20
764,9,2,0,18.5
765,4,1.5,0,17
766,6,2,2,24.5
767,12.5,3,0,20.5
768,6,2,0.5,21.5
769,5,2.5,0,24.5
770,7.8,2,0.5,21.5
771,9.5,2,1,20.5
772,4.5,1.5,0,18
773,5.2,1.5,0,20
774,5.5,2,1,19.5
775,8,2,0,16.5
781,4,1.5,0.5,16
784,3.5,2,0,19.5
794,4.2,2,1.5,19.5
796,4.7,2,1.5,19
800,4.5,2,0,19
803,2.5,3,0.5,25
804,3.5,2,0.5,20
806,3.5,2,1,19
812,2.2,2,0.5,21
820,3,2,0,19.5
823,5.1,1.5,0.5,19
835,6.3,2,0.5,17
837,6,2,0,15.5
839,12,2,0.5,17
843,6,2,1,18
845,7.2,2.5,1,19
858,6.3,2,0,16.5
863,14,2.5,0.5,17.5
869,9.5,2,1,18
873,5,1.5,0.5,17
875,10.5,1.5,0.5,17
876,6.3,2,0.5,18.5
10001,4,1.5,0,19
10002,3.5,2,0,20
10003,3,1.5,0,19
'468b',4,2,0.5,19.5
